Airport,DelayTime
Airport05,15
Airport05,6
Airport10,5.666666667
Airport06,25
Airport08,2.666666667
Airport08,6.333333333
Airport19,14.5
Airport05,16
Airport05,32
Airport06,57.5
Airport18,10
Airport19,8
Airport10,4
Airport05,18.5
Airport10,59.33333333
Airport05,7.666666667
Airport10,6.666666667
Airport11,22.5
Airport14,44
Airport05,45
Airport08,40
Airport08,46.5
Airport19,21.5
Airport15,46.5
Airport05,27
Airport05,48
Airport05,35
Airport05,64.5
Airport05,49.33333333
Airport10,18
Airport10,33
Airport05,42.5
Airport05,32.5
Airport05,22.5
Airport05,18
Airport08,147.5
Airport04,10
Airport09,12.5
Airport08,55.33333333
Airport08,83.33333333
Airport04,19
Airport05,27.5
Airport05,9.5
Airport11,9.5
Airport05,13.5
Airport10,10.5
Airport10,16.5
Airport05,10
Airport08,27.5
Airport10,15.66666667
Airport05,15
Airport05,30
Airport10,17
Airport08,30
Airport11,7
Airport05,14.5
Airport18,520
Airport05,25
Airport04,13
Airport05,6
Airport11,20
Airport05,11
Airport10,7.666666667
Airport04,13.5
Airport05,4
Airport05,9.333333333
Airport10,21.33333333
Airport10,3.5
Airport18,25
Airport11,37
Airport05,19
Airport10,29
Airport06,22.5
Airport06,18
Airport19,6.5
Airport06,21
Airport06,18
Airport16,19.5
Airport10,4
Airport06,25.5
Airport06,22.5
Airport03,22.5
Airport11,27.5
Airport03,76
Airport04,16
Airport05,5.666666667
Airport10,20
Airport18,36
Airport05,3
Airport05,16.5
Airport06,21.5
Airport08,4.333333333
Airport05,5.666666667
Airport05,5
Airport20,37.5
Airport08,6.333333333
Airport16,82.5
Airport05,12.5
Airport10,5.666666667
Airport05,14
Airport13,38.5
Airport17,77.5
Airport08,15.66666667
Airport07,5
Airport03,75
Airport19,19
Airport05,15
Airport05,24
Airport05,14
Airport03,52.5
Airport03,5.5
Airport05,9
Airport17,20
Airport11,5
Airport06,27.5
Airport06,50
Airport05,14
Airport10,4
Airport06,28
Airport08,8.666666667
Airport10,6.5
Airport10,8
Airport08,7
Airport18,65
Airport10,32.5
Airport05,9.333333333
Airport10,6.666666667
Airport01,184.5
Airport17,55
Airport05,12
Airport10,2
Airport05,16.66666667
Airport08,6.666666667
Airport12,13
Airport18,182.5
Airport05,7.5
Airport05,15
Airport08,3
Airport05,11
Airport06,20.5
Airport08,80
Airport10,10
Airport19,5
Airport10,13.66666667
Airport08,4
Airport19,7
Airport03,24
Airport05,23.33333333
Airport08,34
Airport17,40
Airport05,5
Airport08,4
Airport05,2
Airport05,7.5
Airport18,6.5
Airport08,3.5
Airport05,36
Airport10,27.5
Airport11,22.5
Airport10,16.5
Airport06,13.5
Airport09,128
Airport20,15
Airport05,8.5
Airport05,12
Airport05,3.666666667
Airport20,12
Airport10,8.5
Airport16,13.33333333
Airport17,85
Airport06,121
Airport05,24.5
Airport06,42
Airport06,76
Airport06,26.5
Airport07,6.5
Airport08,12.5
Airport05,92.5
Airport08,67
Airport10,4.333333333
Airport05,94.5
Airport05,41.5
Airport05,7.5
Airport05,31
Airport05,21
Airport05,12.5
Airport06,8
Airport08,6.333333333
Airport20,9.5
Airport20,46
Airport01,17.5
Airport15,33
Airport03,14
Airport05,32.5
Airport05,20
Airport07,14
Airport08,8
Airport05,71
Airport07,13.5
Airport05,7.5
Airport10,3.333333333
Airport14,28.5
Airport06,17
Airport06,8.5
Airport05,52.5
Airport16,5
Airport10,11.66666667
Airport06,9
Airport09,40
Airport08,22.5
Airport10,7
Airport05,27.5
Airport05,11
Airport08,4.333333333
Airport05,7
Airport17,10
Airport06,8.5
Airport03,15
Airport06,29
Airport06,22
Airport05,3.333333333
Airport19,5
Airport05,5.333333333
Airport10,20
Airport10,6.333333333
Airport10,49.33333333
Airport17,8
Airport10,5.666666667
Airport11,8.5
Airport05,13
Airport10,1.666666667
Airport06,10
Airport10,7.5
Airport04,3
Airport03,47.5
Airport10,7.5
Airport05,22.66666667
Airport08,6.333333333
Airport06,29.5
Airport08,74.5
Airport03,40
Airport05,6.5
Airport05,19.5
Airport06,13
Airport19,9
Airport14,10
Airport19,15
Airport05,25
Airport10,13
Airport08,5.666666667
Airport08,16.5
Airport05,42
Airport16,24.5
Airport17,12.5
Airport03,37.5
Airport10,5.666666667
Airport10,25
Airport06,18
Airport08,10.33333333
Airport05,9
Airport10,3.5
Airport18,105.5
Airport06,32.5
Airport10,7.333333333
Airport18,25
Airport19,5
Airport09,26
Airport10,21.66666667
Airport20,9
Airport05,18.5
Airport17,10.5
Airport10,16.66666667
Airport06,6.333333333
Airport08,12.5
Airport06,9
Airport03,8
Airport05,13
Airport05,10.5
Airport05,14.5
Airport14,51
Airport05,50
Airport05,8.666666667
Airport07,7.5
Airport11,8.5
Airport17,12.5
Airport10,7.333333333
Airport16,17.5
Airport06,17.5
Airport10,87.5
Airport10,30
Airport06,7
Airport05,16
Airport10,8.333333333
Airport05,38.5
Airport06,29.66666667
Airport06,11.5
Airport17,21.66666667
Airport05,6.5
Airport11,33
Airport15,35
Airport05,5
Airport05,11
Airport10,13
Airport05,13.5
Airport03,15
Airport10,18.33333333
Airport18,45
Airport05,5
Airport15,13
Airport05,5
Airport10,17
Airport05,20
Airport10,14.66666667
Airport10,7.5
Airport20,12.5
Airport12,73
Airport08,2.666666667
Airport10,19
Airport19,15
Airport09,66
Airport10,4.666666667
Airport06,4
Airport10,24
Airport06,26.5
Airport03,17.5
Airport10,6.5
Airport17,45
Airport10,20
Airport08,23.5
Airport20,20
Airport05,22
Airport05,35
Airport14,16
Airport05,12.33333333
Airport05,22.5
Airport05,8.5
Airport16,26.5
Airport11,30
Airport08,37.5
Airport10,24.33333333
Airport08,22
Airport06,7.5
Airport17,66.5
Airport19,12
Airport09,23.5
Airport05,11.5
Airport05,10
Airport18,15
Airport19,11.33333333
Airport05,14.5
Airport10,8.333333333
Airport05,17.5
Airport05,100
Airport15,22
Airport11,15
Airport10,29.33333333
Airport03,60
Airport09,12
Airport08,21.66666667
Airport08,70
Airport08,4
Airport05,12.33333333
Airport10,2.666666667
Airport05,8
Airport03,27.5
Airport05,7
Airport10,6.333333333
Airport10,21
Airport16,22.5
Airport05,10
Airport05,38.5
Airport05,17.5
Airport10,27
Airport08,6.5
Airport10,70
Airport06,13.5
Airport08,53
Airport03,26
Airport17,45
Airport08,4
Airport05,6.666666667
Airport06,24.5
Airport06,8.333333333
Airport10,17.5
Airport06,12.33333333
Airport09,92
Airport06,4
Airport08,7.333333333
Airport03,77.5
Airport05,20
Airport05,7.5
Airport05,25.5
Airport09,5
Airport06,13
Airport03,16.66666667
Airport01,207.5
Airport10,31.66666667
Airport08,8
Airport08,11.33333333
Airport08,2.5
Airport05,2
Airport05,29
Airport08,7.666666667
Airport10,17.5
Airport05,9.666666667
Airport05,40
Airport17,34
Airport20,10.5
Airport11,42.5
Airport19,5
Airport19,9
Airport17,8
Airport01,12.33333333
Airport17,35
Airport05,15
Airport08,4.666666667
Airport06,9
Airport11,22.5
Airport10,14.33333333
Airport05,30.5
Airport06,17.5
Airport08,7.666666667
Airport19,6.5
Airport05,62.5
Airport16,12.5
Airport11,32.5
Airport10,3.5
Airport10,18.33333333
Airport10,5.5
Airport10,22
Airport05,5
Airport06,5
Airport10,30.5
Airport01,19
Airport08,10.66666667
Airport19,8.5
Airport05,10
Airport16,2.5
Airport05,18.5
Airport10,7
Airport08,6.666666667
Airport05,3.333333333
Airport08,69
Airport16,16
Airport05,16.5
Airport05,26
Airport03,20
Airport17,9.5
Airport06,18.33333333
Airport08,13
Airport08,4
Airport03,11
Airport03,44
Airport05,17.5
Airport17,16.5
Airport05,5
Airport15,48.5
Airport05,60
Airport08,11
Airport05,4.5
Airport19,4
Airport05,5
Airport10,5
Airport08,8.666666667
Airport03,40
Airport10,12
Airport08,13.33333333
Airport10,12
Airport05,5.5
Airport03,25
Airport05,96.66666667
Airport08,10
Airport05,13.5
Airport20,2.5
Airport11,7.5
Airport10,6
Airport10,17
Airport07,6.5
Airport10,32
Airport05,5
Airport17,30
Airport05,19
Airport08,12.66666667
Airport06,20
Airport08,18
Airport05,27.5
Airport19,12
Airport17,12
Airport03,40
Airport05,13.5
Airport10,7
Airport04,4
Airport05,20
Airport05,8.333333333
Airport05,7
Airport10,12.33333333
Airport06,19.5
Airport10,13
Airport19,3.5
Airport10,6
Airport08,5.666666667
Airport18,15
Airport15,38
Airport03,17
Airport19,104
Airport03,17.5
Airport13,9
Airport10,5.5
Airport05,57.5
Airport16,10
Airport05,22.5
Airport03,15
Airport06,10
Airport06,8
Airport10,5
Airport04,5.666666667
Airport09,82.5
Airport05,22.5
Airport01,67.5
Airport17,2
Airport18,5
Airport06,15
Airport17,27.5
Airport05,6
Airport16,77.5
Airport10,15.33333333
Airport17,3.5
Airport05,9.333333333
Airport05,5.5
Airport08,3
Airport10,33
Airport18,7
Airport03,10
Airport08,2
Airport05,62
Airport05,10.5
Airport16,86
Airport14,57.5
Airport05,16.5
Airport08,64.5
Airport03,7
Airport19,82.5
Airport06,8.666666667
Airport17,10
Airport18,16
Airport05,12
Airport03,47
Airport11,10
Airport10,3.5
Airport18,22.5
Airport20,35
Airport19,47.5
Airport05,63
Airport02,61
Airport05,14
Airport20,21.5
Airport17,7.5
Airport05,12.66666667
Airport04,4
Airport10,38.5
Airport17,22.5
Airport06,34.5
Airport06,15
Airport05,3.5
Airport06,13.5
Airport02,84
Airport05,25
Airport08,5.333333333
Airport10,8
Airport05,5
Airport06,8
Airport06,12.5
Airport06,11
Airport05,7.5
Airport10,25
Airport03,12.5
Airport17,12
Airport10,14
Airport05,5.5
Airport11,17.5
Airport10,5
Airport05,7
Airport08,4.666666667
Airport08,8
Airport01,127
Airport05,30.5
Airport05,50
Airport05,4
Airport18,250
Airport06,3.5
Airport10,24.66666667
Airport08,14.33333333
Airport10,31.33333333
Airport05,9
Airport17,3.5
Airport10,15
Airport11,7.5
Airport05,19
Airport08,7
Airport05,55
Airport10,6
Airport05,49
Airport06,10
Airport17,30
Airport05,6.5
Airport08,3.333333333
Airport05,11
Airport05,7.5
Airport13,18.5
Airport10,4.666666667
Airport10,12
Airport03,25
Airport06,8
Airport11,17.5
Airport10,8.5
Airport10,5
Airport11,12.5
Airport10,12
Airport10,15
Airport08,6.666666667
Airport05,6.333333333
Airport16,10
Airport05,8.333333333
Airport10,3
Airport10,18
Airport10,17.5
Airport05,21
Airport10,42
Airport05,4.666666667
Airport03,42.5
Airport10,15
Airport10,21.33333333
Airport06,7
Airport04,13.66666667
Airport10,19
Airport10,10
Airport05,37.33333333
Airport11,19.5
Airport08,21.66666667
Airport18,14
Airport10,6.666666667
Airport05,5
Airport10,4
Airport05,11
Airport05,28
Airport05,3.5
Airport05,15.66666667
Airport16,17.5
Airport05,10
Airport05,30.5
Airport10,27
Airport01,156
Airport06,21.5
Airport13,21
Airport17,37.5
Airport08,3.5
Airport09,190
Airport05,4.666666667
Airport05,10
Airport05,7.666666667
Airport08,5.333333333
Airport12,13.66666667
Airport08,37
Airport05,16
Airport08,9
Airport05,37.5
Airport05,7.5
Airport05,10
Airport11,7.5
Airport05,45
Airport17,7
Airport06,9
Airport05,7.5
Airport05,7.5
Airport05,26.33333333
Airport04,11.5
Airport14,15
Airport08,4.5
Airport05,6.5
Airport10,30
Airport08,30
Airport10,34
Airport06,12.5
Airport10,14.5
Airport19,37.5
Airport17,32.5
Airport03,70
Airport08,8.333333333
Airport05,5
Airport10,7
Airport06,22.5
Airport06,27.5
Airport06,8.5
Airport10,10.66666667
Airport08,4.333333333
Airport03,11.5
Airport07,8.5
Airport05,12.5
Airport10,6.666666667
Airport01,171.6666667
Airport05,11
Airport10,6
Airport10,14.5
Airport03,8
Airport05,50
Airport17,6.5
Airport18,37.5
Airport08,6.666666667
Airport03,27.5
Airport11,42.5
Airport05,6.5
Airport05,9
Airport10,15
Airport18,7.5
Airport12,4
Airport05,24
Airport10,6
Airport05,5.666666667
Airport06,12.5
Airport04,5.5
Airport11,9
Airport10,20
Airport05,2.5
Airport06,42
Airport10,16
Airport03,10
Airport01,25
Airport08,3
Airport19,14.5
Airport17,15
Airport11,6
Airport05,6.666666667
Airport11,3.5
Airport08,18
Airport18,10
Airport08,6
Airport10,12.33333333
Airport06,27.5
Airport08,6.333333333
Airport08,23
Airport03,47.5
Airport11,35
Airport08,12
Airport10,26.33333333
Airport10,10
Airport08,26.5
Airport05,18.33333333
Airport05,6
Airport10,37
Airport10,66.5
Airport03,10
Airport02,127
Airport20,48
Airport04,14
Airport08,6
Airport11,56.5
Airport08,2.333333333
Airport10,3
Airport05,9.666666667
Airport05,4.5
Airport05,31.5
Airport08,10
Airport11,10
Airport17,55.5
Airport06,16
Airport10,13.66666667
Airport08,6.333333333
Airport08,7.5
Airport10,5
Airport20,19
Airport05,18.5
Airport11,20
Airport20,7.5
Airport05,7.333333333
Airport10,11
Airport19,3.5
Airport06,10
Airport06,3.5
Airport16,15
Airport08,30
Airport05,7
Airport05,8
Airport18,22
Airport05,14
Airport05,10
Airport05,3.666666667
Airport05,8.333333333
Airport10,10
Airport05,13.66666667
Airport10,25
Airport06,10
Airport17,14.5
Airport04,12.5
Airport08,4.333333333
Airport05,2.333333333
Airport16,5
Airport17,21
Airport03,8.5
Airport08,3.5
Airport05,10
Airport05,10.5
Airport12,24
Airport19,9.5
Airport14,13
Airport10,20
Airport10,4.5
Airport08,26.66666667
Airport10,10
Airport10,4.333333333
Airport08,6.5
Airport10,24.5
Airport05,14.5
Airport08,19.66666667
Airport08,6.666666667
Airport04,5.333333333
Airport14,70
Airport05,4.5
Airport05,12.5
Airport10,10
Airport05,7.5
Airport06,52.5
Airport10,38
Airport06,22
Airport10,6.333333333
Airport06,10
Airport08,12
Airport06,16.5
Airport01,12.5
Airport06,7
Airport09,55
Airport04,10
Airport17,22.5
Airport05,8.5
Airport05,13
Airport10,5.5
Airport05,4
Airport08,4
Airport03,27.5
Airport17,8.666666667
Airport17,10.5
Airport08,6.333333333
Airport05,11.66666667
Airport05,4
Airport11,4
Airport10,8
Airport05,5.333333333
Airport05,6.333333333
Airport10,8.333333333
Airport10,11.33333333
Airport05,15
Airport10,22.5
Airport06,8
Airport04,6
Airport03,45
Airport07,6
Airport17,27.5
Airport10,4.333333333
Airport17,14.5
Airport05,20.33333333
Airport06,6.5
Airport05,17.5
Airport06,26
Airport05,13
Airport11,45
Airport11,61.5
Airport20,15
Airport10,33.66666667
Airport05,8.5
Airport17,11
Airport10,5
Airport03,13
Airport17,49.33333333
Airport08,5.666666667
Airport08,5.5
Airport08,14.66666667
Airport05,5
Airport08,6.333333333
Airport10,6.666666667
Airport05,7.5
Airport05,27.5
Airport05,12.5
Airport05,16
Airport08,30
Airport06,15.33333333
Airport10,6
Airport05,22.5
Airport05,12.66666667
Airport06,9.5
Airport10,10.33333333
Airport08,4
Airport04,9
Airport10,9
Airport11,10.5
Airport10,7.5
Airport08,41.5
Airport06,7.5
Airport04,15.66666667
Airport08,11
Airport05,16
Airport08,4.5
Airport05,12.5
Airport10,14.33333333
Airport08,20
Airport11,18.33333333
Airport10,21.33333333
Airport01,612.5
Airport06,20
Airport08,7.666666667
Airport19,45.5
Airport04,7
Airport08,4.666666667
Airport13,32.5
Airport05,50.5
Airport17,9
Airport18,3.5
Airport05,12
Airport15,25.5
Airport06,24
Airport17,43.33333333
Airport17,47.5
Airport01,4
Airport03,15
Airport14,30
Airport15,25
Airport03,35
Airport17,6.333333333
Airport10,7.666666667
Airport04,5
Airport05,6
Airport05,7.5
Airport07,17.5
Airport10,3
Airport03,17.5
Airport05,4.666666667
Airport05,8.333333333
Airport10,2.5
Airport05,11.5
Airport10,7
Airport03,12.5
Airport11,12
Airport05,21.5
Airport05,7
Airport10,34
Airport10,26.66666667
Airport05,5.5
Airport09,104.5
Airport10,49.5
Airport03,7
Airport17,5
Airport04,6
Airport05,7.5
Airport06,10.5
Airport05,4
Airport05,8.5
Airport07,5.5
Airport10,7.333333333
Airport08,3
Airport10,7.5
Airport05,4
Airport05,19
Airport03,5
Airport05,3.5
Airport05,4
Airport19,14
Airport18,12.5
Airport05,5
Airport17,10
Airport19,12.5
Airport10,2.666666667
Airport08,2.5
Airport05,25
Airport10,9.666666667
Airport17,8
Airport03,32.5
Airport04,43.5
Airport16,52.5
Airport08,14.33333333
Airport08,16.66666667
Airport05,7.5
Airport10,4.666666667
Airport05,15
Airport15,13.5
Airport14,30
Airport06,7.5
Airport10,13.33333333
Airport05,6
Airport17,24
Airport06,11.5
Airport10,4.5
Airport10,33
Airport19,13
Airport04,10.5
Airport13,24
Airport19,12.5
Airport05,26
Airport17,5.5
Airport05,6.5
Airport04,20
Airport05,5.5
Airport05,2
Airport11,14.5
Airport05,14.5
Airport10,10
Airport17,35.5
Airport11,11.5
Airport08,3.5
Airport06,3
Airport05,11.66666667
Airport10,17
Airport06,20
Airport06,24
Airport06,24
Airport17,46.66666667
Airport03,22.5
Airport19,5
Airport05,3.666666667
Airport08,6.666666667
Airport08,3.5
Airport05,13.5
Airport06,22.5
Airport14,7
Airport05,6
Airport06,7
Airport10,7
Airport05,17
Airport05,14
Airport05,5
Airport10,6
Airport10,11.66666667
Airport10,12.5
Airport16,40
Airport10,20
Airport05,13.33333333
Airport05,11.66666667
Airport10,24
Airport05,12
Airport17,3.5
Airport19,17.5
Airport10,10
Airport19,6.5
Airport10,10.5
Airport08,3.5
Airport07,9
Airport10,27.66666667
Airport17,9.5
Airport05,7.5
Airport10,50
Airport10,47
Airport05,13.5
Airport10,19.5
Airport08,6
Airport08,4
Airport05,4
Airport10,9
Airport10,8
Airport11,8.5
Airport05,6.5
Airport10,7.666666667
Airport08,9.333333333
Airport04,9
Airport19,4.333333333
Airport10,9.666666667
Airport05,7
Airport10,10.66666667
Airport01,10
Airport16,8.5
Airport05,5.333333333
Airport10,22.5
Airport10,21.33333333
Airport06,10
Airport05,21
Airport09,30
Airport10,13.33333333
Airport01,337.5
Airport08,11.66666667
Airport01,7
Airport10,20
Airport05,6
Airport04,6
Airport13,29.5
Airport05,12.5
Airport05,2.666666667
Airport10,10
Airport11,15
Airport05,4
Airport20,12.5
Airport05,7.333333333
Airport05,3.5
Airport08,11.5
Airport11,17.5
Airport20,10
Airport06,12.5
Airport17,31
Airport01,20
Airport17,12.5
Airport05,5
Airport08,13
Airport03,22.5
Airport10,3.333333333
Airport17,9.5
Airport08,3.333333333
Airport06,14
Airport05,5
Airport04,5
Airport11,12.5
Airport05,15
Airport03,62
Airport05,47.5
Airport10,4.666666667
Airport11,20
Airport11,7.5
Airport17,55
Airport10,5.666666667
Airport05,7.5
Airport10,9
Airport05,8
Airport05,4
Airport19,55
Airport05,13.5
Airport05,59.5
Airport05,7.5
Airport13,18
Airport10,15
Airport17,7.5
Airport05,7.5
Airport06,6.5
Airport06,5.5
Airport05,15.33333333
Airport08,18
Airport14,9
Airport05,7.666666667
Airport10,2.5
Airport10,33.5
Airport06,15
Airport05,7.5
Airport10,4.5
Airport10,4.666666667
Airport11,5
Airport03,15
Airport10,4.333333333
Airport10,2.5
Airport10,4.333333333
Airport19,8.5
Airport17,9
Airport17,5
Airport18,7.5
Airport12,5.5
Airport12,114.3333333
Airport05,7.5
Airport19,29.5
Airport10,6.333333333
Airport05,145
Airport10,6
Airport10,14.33333333
Airport17,7.5
Airport05,3.333333333
Airport10,11.5
Airport08,4
Airport05,6
Airport10,4.5
Airport08,9.5
Airport11,33.5
Airport05,4
Airport10,11.66666667
Airport10,23.33333333
Airport08,8.333333333
Airport05,3.666666667
Airport05,11.5
Airport05,59
Airport05,33.33333333
Airport10,10
Airport10,25.33333333
Airport05,10
Airport10,27.5
Airport06,15
Airport03,8
Airport05,3.5
Airport10,7.5
Airport03,10
Airport12,9
Airport14,10
Airport08,7
Airport08,25
Airport17,4.5
Airport05,24
Airport17,60
Airport11,5
Airport05,7.5
Airport05,3.5
Airport19,6.5
Airport10,11
Airport05,3
Airport05,5
Airport08,27
Airport06,26
Airport05,12
Airport10,3.5
Airport19,6.5
Airport17,8.5
Airport06,39.5
Airport17,12.5
Airport13,60
Airport10,4.666666667
Airport20,4
Airport17,14
Airport05,4
Airport10,16.33333333
Airport13,12.5
Airport10,6.5
Airport10,3.666666667
Airport04,9
Airport05,42.66666667
Airport20,6.5
Airport05,4
Airport10,27.5
Airport19,8
Airport03,10
Airport05,27.5
Airport19,7
Airport10,8.666666667
Airport10,10.33333333
Airport11,5
Airport05,11.5
Airport10,25.66666667
Airport05,4.333333333
Airport10,4.5
Airport09,10
Airport08,38.33333333
Airport07,98.5
Airport10,7
Airport05,7.666666667
Airport10,10.33333333
Airport13,57.5
Airport05,5
Airport05,14.5
Airport08,4.333333333
Airport18,9.5
Airport05,7.333333333
Airport10,7.5
Airport05,3
Airport07,12.5
Airport06,2.5
Airport03,25
Airport06,17.5
Airport10,3.5
Airport10,35.66666667
Airport18,7.5
Airport05,4.5
Airport20,5
Airport05,1.666666667
Airport09,77
Airport03,7.333333333
Airport10,24
Airport05,12.5
Airport10,3.666666667
Airport13,136
Airport19,10
Airport05,15
Airport05,2.666666667
Airport10,5.333333333
Airport17,38
Airport05,10
Airport10,26
Airport05,17.5
Airport10,6
Airport05,18.5
Airport10,13
Airport08,3.666666667
Airport05,3
Airport10,2.5
Airport10,5
Airport05,16
Airport17,12
Airport10,13.5
Airport05,21.5
Airport05,87.5
Airport06,22.5
Airport09,25
Airport05,30
Airport17,10
Airport13,27.5
Airport19,7.5
Airport10,4
Airport05,10
Airport05,7.5
Airport18,6.5
Airport05,8.5
Airport10,13.5
Airport10,12
Airport08,9.666666667
Airport17,8.333333333
Airport08,6.333333333
Airport05,6
Airport05,7.5
Airport11,9
Airport05,3.333333333
Airport05,4
Airport19,10
Airport10,5
Airport08,3.333333333
Airport05,22
Airport13,25.5
Airport05,2.5
Airport10,4.333333333
Airport05,4.5
Airport09,27.5
Airport04,34
Airport19,5.5
Airport05,5.333333333
Airport05,7.5
Airport05,7.5
Airport05,6
Airport10,10.33333333
Airport10,4.5
Airport19,17.5
Airport05,37.5
Airport05,10
Airport10,5
Airport10,18.33333333
Airport07,8
Airport11,82.5
Airport20,28.5
Airport10,14
Airport05,30
Airport06,2.666666667
Airport06,11.5
Airport10,8
Airport05,8.5
Airport04,6.333333333
Airport10,17.66666667
Airport05,20
Airport04,15.5
Airport08,54
Airport19,17.5
Airport04,12.5
Airport03,16.66666667
Airport05,3.333333333
Airport05,9.5
Airport05,14
Airport05,19
Airport08,21.5
Airport13,20
Airport05,5
Airport10,22
Airport04,24
Airport07,4.333333333
Airport17,14
Airport19,10
Airport11,45
Airport05,7.5
Airport05,2.5
Airport02,33
Airport05,5
Airport05,11
Airport08,5
Airport19,16.5
Airport05,10
Airport10,42
Airport04,36.5
Airport05,12
Airport02,8
Airport08,28
Airport11,3
Airport05,52
Airport19,4
Airport05,31
Airport05,90
Airport04,8.5
Airport19,12.5
Airport10,43
Airport05,54
Airport05,107.5
Airport10,3.333333333
Airport10,7.5
Airport13,7.5
Airport07,9
Airport05,3.666666667
Airport10,9.5
Airport05,21
Airport05,4.5
Airport05,20
Airport05,11.5
Airport08,3
Airport05,6
Airport05,17.5
Airport05,5
Airport05,3
Airport11,7.5
Airport05,20
Airport10,12.5
Airport05,3.5
Airport05,2.666666667
Airport05,3.333333333
Airport10,3
Airport05,10
Airport10,10
Airport05,7.5
Airport05,10.66666667
Airport11,5
Airport19,19.5
Airport05,45
Airport05,12.5
Airport05,6
Airport10,12.5
Airport19,4.5
Airport05,5
Airport05,4
Airport11,7.5
Airport05,5
Airport05,2.666666667
Airport19,15.5
Airport05,15
Airport10,5
Airport07,75
Airport05,16
Airport10,35.5
Airport05,15
Airport05,10
Airport05,42.5
Airport05,3
Airport10,8
Airport05,12.5
Airport05,7.333333333
Airport10,6.5
Airport10,14.5
Airport10,23.66666667
Airport05,21.5
Airport05,5
Airport10,7.5
Airport05,6
Airport11,20
Airport10,6
Airport07,19
Airport10,34.5
Airport10,12.33333333
Airport05,3.666666667
Airport10,3.666666667
Airport10,9.666666667
Airport05,15
Airport09,34.5
Airport10,4.333333333
Airport10,9
Airport10,15
Airport10,10
Airport05,4.666666667
Airport11,7.5
Airport10,4.5
Airport05,7.5
Airport08,5
Airport08,30.5
Airport10,52.5
Airport10,15
Airport10,24
Airport05,3.333333333
Airport05,9
Airport10,78.33333333
Airport05,75
Airport05,32.5
Airport10,59
Airport05,5.333333333
Airport05,3.5
Airport05,41
Airport05,15
Airport08,8.333333333
Airport05,11.5
Airport19,105
Airport10,22
Airport10,42
Airport10,82.5
Airport05,4.333333333
Airport13,77.5
Airport05,11.5
Airport10,9.666666667
Airport05,68
Airport11,12.5
Airport04,7.333333333
Airport19,15
Airport05,4
Airport10,7.333333333
Airport05,16.5
Airport05,32
Airport05,4.5
Airport11,12.5
Airport10,3
Airport08,3.333333333
Airport10,16.5
Airport05,15
Airport07,7.5
Airport10,4
Airport05,79.5
Airport15,13.5
Airport08,8.5
Airport10,58.33333333
Airport10,15
Airport05,12.33333333
Airport11,12.5
Airport17,26.5
Airport19,82.5
Airport10,5.333333333
Airport10,29.66666667
Airport05,5.5
Airport05,38.5
Airport10,12.5
Airport05,7.5
Airport10,36.66666667
Airport07,14.33333333
Airport10,26.66666667
Airport11,6
Airport05,19
Airport05,13
Airport10,4.5
Airport09,60
Airport07,9
Airport10,4.666666667
Airport10,11
Airport08,5.666666667
Airport03,12.5
Airport10,24
Airport10,23.66666667
Airport05,22
Airport10,4.5
Airport10,6.5
Airport10,4.333333333
Airport10,4
Airport05,7.5
Airport05,12.5
Airport17,8.5
Airport10,9
Airport10,10
Airport10,12.66666667
Airport02,14.5
Airport19,152
Airport10,15.66666667
Airport19,13.5
Airport10,6
Airport10,7
Airport20,18
Airport05,16.5
Airport10,11
Airport05,10
Airport19,10
Airport10,33.33333333
Airport10,5
Airport05,7.5
Airport10,16
Airport02,25
Airport10,4.666666667
Airport10,6
Airport05,10
Airport10,62.33333333
Airport08,11
Airport10,17.5
Airport02,23
Airport10,4.666666667
Airport05,10
Airport10,24.66666667
Airport08,8
Airport10,23.33333333
Airport05,5
Airport10,19.5
Airport10,23.33333333
Airport19,35
Airport05,4
Airport05,6.5
Airport05,17
Airport05,8.5
Airport05,5
Airport19,5
Airport11,14
Airport10,7.5
Airport05,8
Airport10,5
Airport10,13.33333333
Airport05,5
Airport05,99.5
Airport05,7
Airport10,3.333333333
Airport10,9
Airport08,7.333333333
Airport10,13.66666667
Airport10,5
Airport10,35
Airport10,28.5
Airport05,46
Airport05,35
Airport10,3.666666667
Airport10,10
Airport10,8.666666667
Airport05,6.666666667
Airport05,147.5
Airport05,67
Airport10,13
Airport10,15.33333333
Airport05,21
Airport05,35
Airport10,15
Airport10,5
Airport05,6
Airport05,72
Airport05,16.66666667
Airport08,17.66666667
Airport19,22
Airport08,5
Airport05,30
Airport10,8
Airport10,6.333333333
Airport05,2
Airport05,35.5
Airport05,10
Airport05,12.5
Airport19,7.5
Airport11,10
Airport10,19
Airport08,9.666666667
Airport10,8.5
Airport08,3.5
Airport05,7.5
Airport05,4
Airport10,5
Airport05,4.333333333
Airport02,15
Airport05,15
Airport05,3.333333333
Airport05,5
Airport10,12.33333333
Airport10,11
Airport05,3.5
Airport05,8
Airport10,7
Airport10,10.5
Airport05,12.5
Airport10,8.333333333
Airport10,8.5
Airport10,12.5
Airport10,28
Airport11,34
Airport05,6.666666667
Airport08,3.5
Airport05,43.66666667
Airport10,28.66666667
Airport20,22.5
Airport05,8
Airport10,33
Airport05,2.5
Airport05,6.5
Airport10,5.666666667
Airport10,10
Airport05,11
Airport02,5
Airport05,7.333333333
Airport19,9
Airport10,12.33333333
Airport10,8.333333333
Airport10,7.5
Airport10,11.66666667
